"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"61","Essendon","22 Tweedside St",3,"h",1460000,"S","Paul","22/08/2016",8,3040,3,2,1,605,138,1920,"Moonee Valley",-37.7546,144.9042,"Western Metropolitan",9264
"484","Heidelberg Heights","31 Collins St",3,"h",8e+05,"S","Barry","27/05/2017",8.8,3081,3,1,0,583,92.5,1945,"Banyule",-37.73752,145.05228,"Eastern Metropolitan",2947
"188","Moonee Ponds","1a Ardmillan Rd",3,"h",1250000,"S","Raine","23/04/2016",6.9,3039,3,2,1,283,222,2002,"Moonee Valley",-37.7638,144.9175,"Western Metropolitan",6232
"212","Newport","15 Jubilee St",4,"h",1040000,"S","Greg","17/09/2016",8.4,3015,3,2,2,299,198,2004,"Hobsons Bay",-37.8477,144.8706,"Western Metropolitan",5498
"89","Footscray","51 Lynch St",2,"h",858000,"SP","Jas","22/05/2016",6.4,3011,2,1,1,313,93,1915,"Maribyrnong",-37.7966,144.9016,"Western Metropolitan",7570
"543","Williamstown","75 Cecil St",3,"h",1050000,"VB","Williams","29/07/2017",6.8,3016,3,1,0,179,115,1890,"Hobsons Bay",-37.86558,144.90474,"Western Metropolitan",6380
"410","Maribyrnong","1A Riverview Ct",4,"h",1190000,"S","Rendina","29/04/2017",8.7,3032,4,3,2,224,205,2015,"Maribyrnong",-37.7641,144.8885,"Western Metropolitan",4918
"531","Footscray","12 Jerrold St",4,"h",891000,"S","Sweeney","22/07/2017",5.1,3011,4,1,3,446,101.7,1920,"Maribyrnong",-37.79221,144.89076,"Western Metropolitan",7570
"193","Newport","44 Challis St",2,"h",8e+05,"S","Williams","4/03/2017",8.4,3015,2,1,1,244,73,1940,"Hobsons Bay",-37.846,144.8729,"Western Metropolitan",5498
"560","Kingsville","5 Wales St",3,"h",1e+06,"PI","Jas","16/09/2017",6.4,3012,3,2,2,275,282,1940,"",-37.80592,144.8807,"Western Metropolitan",1808
"92","Footscray","69 MacPherson St",2,"h",757500,"S","Sweeney","22/08/2016",6.4,3011,2,1,0,258,108,1900,"Maribyrnong",-37.7959,144.8901,"Western Metropolitan",7570
"175","Moonee Ponds","50 Wilson St",4,"h",1211000,"S","Nelson","10/09/2016",6.9,3039,3,1,3,477,146,1910,"Moonee Valley",-37.7632,144.9292,"Western Metropolitan",6232
"469","Essendon","37 McPhail St",2,"h",1195000,"S","Jellis","17/06/2017",7.5,3040,2,1,1,337,122,1940,"Moonee Valley",-37.7545,144.91194,"Western Metropolitan",9264
"105","Heidelberg West","59 Alamein Rd",3,"h",532000,"S","Miles","7/11/2016",9.4,3081,3,1,1,390,86,1955,"Banyule",-37.7369,145.0422,"Eastern Metropolitan",2674
"362","Kingsville","72 Chirnside St",4,"h",1275000,"SP","Jas","24/09/2016",7.8,3012,4,2,1,274,172,1910,"Maribyrnong",-37.8078,144.8825,"Western Metropolitan",1808
"166","Maribyrnong","12 Ibis Pl",3,"h",884500,"S","Jellis","30/07/2016",8.7,3032,3,2,2,211,234,2005,"Maribyrnong",-37.7848,144.8969,"Western Metropolitan",4918
"55","Essendon","20 Warner St",2,"h",890000,"PI","Nelson","16/04/2016",8,3040,2,1,1,649,108,1950,"Moonee Valley",-37.7445,144.9133,"Western Metropolitan",9264
"336","Yarraville","46 Kingston St",3,"h",900500,"S","Village","28/08/2016",7,3013,2,1,1,208,100,1970,"Maribyrnong",-37.8145,144.8804,"Western Metropolitan",6543
"424","West Footscray","61 Clive St",4,"h",1435000,"S","Village","6/05/2017",8.2,3012,4,2,2,523,244,1915,"Maribyrnong",-37.798,144.8728,"Western Metropolitan",5058
"266","Strathmore","8 Upland Rd",3,"h",1430000,"S","Paul","7/05/2016",9.7,3041,3,1,1,694,158,1950,"Moonee Valley",-37.7411,144.9262,"Western Metropolitan",3284
"119","Ivanhoe","1/34 Edwin St",3,"h",785000,"S","Miles","7/11/2016",7.9,3079,3,2,0,399,110,1950,"Banyule",-37.7551,145.05,"Eastern Metropolitan",5549
"394","Essendon","42 Fitzgerald Rd",3,"h",1131000,"S","Frank","20/05/2017",8,3040,3,1,1,387,135,1900,"Moonee Valley",-37.755,144.9272,"Western Metropolitan",9264
"85","Footscray","31 Southampton St",3,"h",860500,"S","Burnham","17/09/2016",6.4,3011,3,2,2,322,228,1980,"Maribyrnong",-37.7963,144.8862,"Western Metropolitan",7570
"365","West Footscray","140 Essex St",2,"h",912500,"S","Village","3/12/2016",8.2,3012,2,1,1,444,98,1940,"Maribyrnong",-37.7933,144.876,"Western Metropolitan",5058
"527","Avondale Heights","55 Ridge Dr",5,"h",8e+05,"VB","Barry","22/07/2017",9.5,3034,5,2,3,577,166,1985,"Moonee Valley",-37.75261,144.85631,"Western Metropolitan",4502
"545","Altona North","95 Marion St",3,"h",1070000,"PI","RT","3/09/2017",9.4,3025,3,1,3,693,134,1950,"",-37.83511,144.84905,"Western Metropolitan",5132
"26","Ascot Vale","21A Geddes St",3,"h",1037500,"S","Alexkarbon","19/11/2016",5.9,3032,3,1,2,506,110,1920,"Moonee Valley",-37.7779,144.9133,"Western Metropolitan",6567
"252","Spotswood","10 Raleigh St",3,"h",855000,"S","RT","6/08/2016",7.7,3015,3,1,1,326,112,1991,"Hobsons Bay",-37.831,144.8884,"Western Metropolitan",1223
"463","Strathmore","77 Hillsyde Pde",2,"h",790000,"S","Considine","3/06/2017",8.2,3041,2,2,1,213,120,1990,"Moonee Valley",-37.73519,144.92374,"Western Metropolitan",3284
"438","Yarraville","183 Stephen St",3,"h",970000,"S","Raine","20/05/2017",7,3013,3,2,0,354,135,1930,"Maribyrnong",-37.8212,144.8937,"Western Metropolitan",6543
"249","Seddon","54 Charles St",3,"h",1032000,"SP","Village","25/02/2017",6.6,3011,3,1,0,224,136,1900,"Maribyrnong",-37.8067,144.8934,"Western Metropolitan",2417
"17","Ascot Vale","52 Monash St",3,"h",1425000,"PI","Jellis","13/08/2016",5.9,3032,3,2,2,495,139,1920,"Moonee Valley",-37.7821,144.9055,"Western Metropolitan",6567
"567","Yarraville","9 Hawkhurst St",3,"h",1190000,"SP","Jas","16/09/2017",6.3,3013,3,1,2,515,89,1955,"",-37.82067,144.87725,"Western Metropolitan",6543
"36","Ascot Vale","17 Ascot St",2,"h",705000,"PI","Nelson","27/06/2016",5.9,3032,2,1,3,252,108,1910,"Moonee Valley",-37.7825,144.9206,"Western Metropolitan",6567
"93","Footscray","24 Dudley St",3,"h",850000,"SP","Village","25/02/2017",6.4,3011,3,1,0,190,99,1930,"Maribyrnong",-37.795,144.883,"Western Metropolitan",7570
"1","Ascot Vale","30 Rothwell St",3,"h",940000,"S","Nelson","3/12/2016",5.9,3032,3,1,2,298,108,1920,"Moonee Valley",-37.7777,144.9195,"Western Metropolitan",6567
"488","Rosanna","9 Darvall St",3,"h",1100000,"PI","Fletchers","27/05/2017",8.9,3084,3,2,2,468,212,1985,"Banyule",-37.74088,145.06285,"Eastern Metropolitan",3540
"117","Heidelberg West","262 Liberty Pde",3,"h",465000,"S","Ray","28/08/2016",9.4,3081,2,1,1,413,85,1960,"Banyule",-37.7399,145.0369,"Eastern Metropolitan",2674
"135","Maidstone","2/120 Suffolk St",2,"h",502000,"SP","Sweeney","8/10/2016",9.2,3012,2,1,1,144,79,2005,"Maribyrnong",-37.7895,144.8667,"Western Metropolitan",3873
"569","Strathmore Heights","7 Caravelle Cr",3,"h",1e+06,"S","Considine","19/08/2017",8.2,3041,3,1,2,534,149,1960,"",-37.71106,144.89427,"Western Metropolitan",389
"427","West Footscray","91 Suffolk St",2,"h",888000,"PI","Sweeney","20/05/2017",8.2,3012,2,1,2,401,113.81,1945,"Maribyrnong",-37.7903,144.8703,"Western Metropolitan",5058
"59","Essendon","24A Daisy St",2,"h",930000,"S","Barry","18/03/2017",8,3040,2,1,2,225,107,1990,"Moonee Valley",-37.7548,144.9113,"Western Metropolitan",9264
"514","Eaglemont","104 Studley Rd",3,"h",1440000,"S","Miles","15/07/2017",8.9,3084,3,1,2,598,116,1955,"Banyule",-37.76093,145.056,"Eastern Metropolitan",1651
"288","Williamstown","33 Cecil St",3,"h",1310000,"S","Sweeney","24/09/2016",8,3016,3,2,1,185,139,1900,"Hobsons Bay",-37.8664,144.9072,"Western Metropolitan",6380
"528","Bellfield","9 Sullivan St",2,"h",906000,"S","Miles","22/07/2017",8.8,3081,2,1,1,617,109.98,1960,"Banyule",-37.7528,145.04444,"Eastern Metropolitan",790
"570","West Footscray","27 Busch St",4,"h",990000,"S","RW","19/08/2017",6.4,3012,4,2,2,501,129,1960,"",-37.79591,144.87595,"Western Metropolitan",5058
"576","West Footscray","702 Barkly St",3,"h",840000,"PI","Hodges","23/09/2017",6.4,3012,3,1,3,336,95,1950,"",-37.79613,144.86742,"Western Metropolitan",5058
"43","Essendon","15 Albion St",4,"h",9e+05,"SP","Nelson","4/03/2017",8,3040,4,2,1,288,210,1980,"Moonee Valley",-37.7562,144.9286,"Western Metropolitan",9264
"468","Avondale Heights","24 Doyle St",3,"h",750000,"SP","Moonee","17/06/2017",9.5,3034,3,1,1,585,30,1965,"Moonee Valley",-37.75986,144.85886,"Western Metropolitan",4502
"456","Essendon","27 Miller St",3,"h",1320000,"S","Rendina","3/06/2017",7.5,3040,3,2,1,276,149,1910,"Moonee Valley",-37.75126,144.89558,"Western Metropolitan",9264
"305","Yarraville","3 Cuming St",2,"h",856000,"S","Greg","4/06/2016",7,3013,2,1,1,261,100,1880,"Maribyrnong",-37.8157,144.887,"Western Metropolitan",6543
"200","Newport","53 River St",4,"h",1260000,"PI","Village","7/05/2016",8.4,3015,4,1,3,757,159,1960,"Hobsons Bay",-37.8411,144.889,"Western Metropolitan",5498
"146","Maidstone","14 Howard St",4,"h",773000,"S","Biggin","30/07/2016",9.2,3012,4,1,2,333,137,1970,"Maribyrnong",-37.7893,144.8818,"Western Metropolitan",3873
"384","West Footscray","121 Suffolk St",3,"h",878000,"S","Village","30/07/2016",8.2,3012,3,1,1,397,127,1960,"Maribyrnong",-37.7901,144.8682,"Western Metropolitan",5058
"15","Ascot Vale","26 Newsom St",3,"h",1e+06,"PI","Brad","12/11/2016",5.9,3032,3,2,2,440,120,1955,"Moonee Valley",-37.7746,144.9031,"Western Metropolitan",6567
"177","Moonee Ponds","61 Steele St",4,"h",1361500,"S","Rendina","10/12/2016",6.9,3039,4,1,2,453,145,1920,"Moonee Valley",-37.7698,144.9336,"Western Metropolitan",6232
"164","Maribyrnong","31 Monash St",4,"h",1030000,"S","Jas","28/05/2016",8.7,3032,4,2,1,573,196,1925,"Maribyrnong",-37.7844,144.8876,"Western Metropolitan",4918
"194","Newport","70 Market St",4,"h",710000,"S","Greg","4/06/2016",8.4,3015,4,1,2,329,108,1955,"Hobsons Bay",-37.847,144.8788,"Western Metropolitan",5498
"62","Essendon","7 Hilda St",3,"h",1150000,"S","Paul","26/07/2016",8,3040,3,1,0,300,145,1900,"Moonee Valley",-37.7548,144.9315,"Western Metropolitan",9264
"227","Newport","10 Crawford St",1,"h",643700,"SP","Greg","28/08/2016",8.4,3015,1,1,0,129,45,1900,"Hobsons Bay",-37.8491,144.8903,"Western Metropolitan",5498
"583","Moonee Ponds","53 Moore St",4,"h",1305000,"SP","Biggin","26/08/2017",6.2,3039,4,1,1,449,129,1910,"",-37.77081,144.92074,"Western Metropolitan",6232
"278","Strathmore","138a Lebanon St",2,"h",630000,"S","Barry","22/05/2016",9.7,3041,3,2,1,378,106,2000,"Moonee Valley",-37.7245,144.9097,"Western Metropolitan",3284
"241","Seddon","258 Nicholson St",3,"h",920000,"VB","Jas","16/07/2016",6.6,3011,3,2,1,309,149,1910,"Maribyrnong",-37.807,144.898,"Western Metropolitan",2417
"281","Williamstown","110 Bayview St",3,"h",1200000,"S","RT","4/06/2016",8,3016,3,2,2,315,174,1990,"Hobsons Bay",-37.8595,144.8868,"Western Metropolitan",6380
"586","Yarraville","6 Agnes St",4,"h",1285000,"SP","Village","26/08/2017",6.3,3013,4,1,1,362,112,1920,"",-37.81188,144.88449,"Western Metropolitan",6543
"22","Ascot Vale","57 The Parade",3,"h",940000,"S","Nelson","16/04/2016",5.9,3032,3,3,1,491,127,1950,"Moonee Valley",-37.7727,144.9136,"Western Metropolitan",6567
"259","Spotswood","154 Hudsons Rd",4,"h",1315000,"S","hockingstuart","18/06/2016",7.7,3015,4,2,3,830,134,1920,"Hobsons Bay",-37.829,144.8807,"Western Metropolitan",1223
"475","Ascot Vale","18 McCully St",3,"h",990000,"S","Brad","24/06/2017",4.3,3032,3,1,0,196,102,1900,"Moonee Valley",-37.77552,144.92022,"Western Metropolitan",6567
"337","Yarraville","6/37 Stephen St",3,"h",940000,"S","Village","28/08/2016",7,3013,3,2,2,171,146,2007,"Maribyrnong",-37.8124,144.8957,"Western Metropolitan",6543
"130","Ivanhoe","79 Marshall St",4,"h",1460000,"S","Miles","24/09/2016",7.9,3079,4,1,2,605,181,1940,"Banyule",-37.7707,145.0467,"Eastern Metropolitan",5549
"345","Bellfield","129 Liberty Pde",3,"h",625000,"PI","Nelson","28/05/2016",9.5,3081,3,1,2,609,93,1950,"Banyule",-37.7504,145.0335,"Eastern Metropolitan",790
"292","Williamstown North","18 Inglis St",3,"h",1225000,"SP","Raine","27/11/2016",8.9,3016,3,1,1,311,126,1920,"Hobsons Bay",-37.8546,144.8762,"Western Metropolitan",802
"575","Seddon","201 Buckley St",2,"h",680000,"S","hockingstuart","23/09/2017",5.1,3011,2,1,0,298,88,1900,"",-37.80257,144.88811,"Western Metropolitan",2417
"447","Williamstown North","4 Walter St",3,"h",1045000,"S","Williams","29/04/2017",8.9,3016,3,2,3,526,159,1990,"Hobsons Bay",-37.855,144.8742,"Western Metropolitan",802
"189","Moonee Ponds","36 Scotia St",3,"h",850000,"S","Nelson","26/07/2016",6.9,3039,3,2,1,271,143,1915,"Moonee Valley",-37.7682,144.9058,"Western Metropolitan",6232
"462","South Kingsville","76 Saltley St",3,"h",790000,"S","McGrath","3/06/2017",6.2,3015,3,2,2,334,129,2003,"Hobsons Bay",-37.83137,144.86731,"Western Metropolitan",984
"518","Maidstone","20 Jackson St",3,"h",930000,"S","Jas","15/07/2017",6.4,3012,3,1,4,545,116,1940,"Maribyrnong",-37.78571,144.87346,"Western Metropolitan",3873
"417","Newport","195 Blackshaws Rd",3,"h",975000,"S","RT","13/05/2017",8.4,3015,3,2,2,333,192,2010,"Hobsons Bay",-37.8334,144.8673,"Western Metropolitan",5498
"310","Yarraville","2/8 Hughes St",2,"h",630000,"PI","Jas","8/10/2016",7,3013,2,1,1,148,79,2003,"Maribyrnong",-37.822,144.89,"Western Metropolitan",6543
"421","Strathmore","18 Strathaird St",4,"h",810000,"PI","Nelson","6/05/2017",9.7,3041,4,1,1,543,137,1960,"Moonee Valley",-37.7199,144.9044,"Western Metropolitan",3284
"162","Maribyrnong","75 Edgewater Bvd",3,"h",820000,"PI","Biggin","28/05/2016",8.7,3032,3,2,2,203,160,2006,"Maribyrnong",-37.7853,144.8972,"Western Metropolitan",4918
"116","Heidelberg West","22 Kokoda St",2,"h",725000,"S","Haughton","27/11/2016",9.4,3081,2,1,3,632,77,1960,"Banyule",-37.7443,145.0462,"Eastern Metropolitan",2674
"385","South Kingsville","42 Watt St",4,"h",930000,"S","Sweeney","4/06/2016",9.1,3015,5,1,3,669,143,1950,"Hobsons Bay",-37.8305,144.8736,"Western Metropolitan",984
"525","Ascot Vale","67 The Parade",2,"h",1035000,"S","Alexkarbon","22/07/2017",4.3,3032,2,1,1,319,117,1900,"Moonee Valley",-37.77266,144.9131,"Western Metropolitan",6567
"183","Moonee Ponds","61 Athol St",3,"h",1400000,"SP","Brad","16/04/2016",6.9,3039,3,2,2,394,160,1890,"Moonee Valley",-37.7699,144.9149,"Western Metropolitan",6232
"430","Williamstown","8 Princes St",3,"h",1150000,"SP","Jas","8/04/2017",8,3016,3,1,0,308,120,1900,"Hobsons Bay",-37.8526,144.895,"Western Metropolitan",6380
"338","Aberfeldie","21 May St",4,"h",1346000,"S","Nelson","8/10/2016",9.1,3040,2,2,2,559,204,1995,"Moonee Valley",-37.7614,144.8925,"Western Metropolitan",1543
"312","Yarraville","64 Bishop St",3,"h",1055000,"S","hockingstuart","16/04/2016",7,3013,3,1,3,670,116,1940,"Maribyrnong",-37.8134,144.8745,"Western Metropolitan",6543
"446","Williamstown North","5 Nicosia Ct",3,"h",1070000,"PI","Williams","8/04/2017",8.9,3016,3,2,5,442,249,2003,"Hobsons Bay",-37.8538,144.8722,"Western Metropolitan",802
"498","Essendon","13 Gordon St",3,"h",1398000,"SP","Barry","8/07/2017",7.5,3040,3,2,1,445,182,1960,"Moonee Valley",-37.75621,144.93401,"Western Metropolitan",9264
"422","Strathmore","8 Jones Ct",3,"h",1021000,"S","Considine","8/04/2017",9.7,3041,3,2,2,371,183,2014,"Moonee Valley",-37.7229,144.9055,"Western Metropolitan",3284
"445","Spotswood","14 Robb St",3,"h",1100000,"SP","Greg","13/05/2017",7.7,3015,3,1,0,305,115,1900,"Hobsons Bay",-37.8312,144.8893,"Western Metropolitan",1223
"351","Essendon West","53 Clydebank Rd",3,"h",1115000,"S","Barry","30/07/2016",9.8,3040,3,1,1,688,192,1950,"Moonee Valley",-37.7577,144.8892,"Western Metropolitan",588
"502","Spotswood","64 Craig St",2,"h",802000,"S","McGrath","8/07/2017",6.2,3015,2,1,1,174,100.6,1900,"Hobsons Bay",-37.83162,144.88742,"Western Metropolitan",1223
"440","Yarraville","2C Castlemaine St",3,"h",1425000,"PI","Jas","29/04/2017",7,3013,3,3,2,305,220,2007,"Maribyrnong",-37.8149,144.8942,"Western Metropolitan",6543
"245","Seddon","93 Williamstown Rd",5,"h",1275000,"SP","Jas","18/03/2017",6.6,3011,5,3,1,386,218,1890,"Maribyrnong",-37.8078,144.8846,"Western Metropolitan",2417
"300","Yarraville","76 Bishop St",4,"h",1235000,"SP","Jas","4/03/2017",7,3013,4,2,2,244,206,2011,"Maribyrnong",-37.8139,144.8741,"Western Metropolitan",6543
"279","Strathmore","34 Glenview Rd",4,"h",1370000,"S","Nelson","28/05/2016",9.7,3041,4,2,2,908,208,1960,"Moonee Valley",-37.735,144.9203,"Western Metropolitan",3284
"223","Newport","65 Alma Tce",2,"h",890000,"SP","Williams","25/02/2017",8.4,3015,2,1,0,168,90,1900,"Hobsons Bay",-37.8475,144.8897,"Western Metropolitan",5498
"222","Newport","14 Oakbank St",2,"h",896000,"S","RT","24/09/2016",8.4,3015,2,1,0,297,95,1900,"Hobsons Bay",-37.8501,144.8931,"Western Metropolitan",5498
"428","West Footscray","1 Dongola Rd",3,"h",935000,"S","Jas","22/04/2017",8.2,3012,3,1,2,325,102,1925,"Maribyrnong",-37.7922,144.8818,"Western Metropolitan",5058
"432","Yarraville","8 Gordon Pde",3,"h",990000,"S","Jas","6/05/2017",7,3013,3,1,2,340,119,1940,"Maribyrnong",-37.8227,144.8827,"Western Metropolitan",6543
"325","Yarraville","443 Geelong Rd",3,"h",725000,"S","Sweeney","24/09/2016",7,3013,3,1,5,558,128,1940,"Maribyrnong",-37.8119,144.868,"Western Metropolitan",6543
"330","Yarraville","38 Benbow St",2,"h",780000,"S","Hunter","27/06/2016",7,3013,2,1,1,435,114,1950,"Maribyrnong",-37.8223,144.8779,"Western Metropolitan",6543
"556","Yarraville","96 Pentland Pde",3,"h",1100000,"VB","hockingstuart","9/09/2017",6.3,3013,3,1,0,221,137,1948,"",-37.81284,144.89159,"Western Metropolitan",6543
"238","Seddon","64 Pilgrim St",3,"h",880000,"SP","Jas","15/10/2016",6.6,3011,3,1,0,216,125,1890,"Maribyrnong",-37.8052,144.8941,"Western Metropolitan",2417
"472","Heidelberg Heights","1/5 Glover St",3,"h",590000,"S","Victory","17/06/2017",8.8,3081,3,1,2,290,105,1950,"Banyule",-37.7368,145.05048,"Eastern Metropolitan",2947
"551","Kingsville","165 Chirnside St",3,"h",1100000,"PI","Jas","9/09/2017",6.4,3012,3,2,0,275,122,1910,"",-37.81196,144.88209,"Western Metropolitan",1808
"470","Essendon","11 Waverley St",4,"h",1155000,"PI","Brad","17/06/2017",7.5,3040,4,1,3,616,170,1900,"Moonee Valley",-37.75728,144.90723,"Western Metropolitan",9264
"387","South Kingsville","2/3 New St",2,"h",420000,"SP","Jas","26/07/2016",9.1,3015,2,1,1,78,130,1980,"Hobsons Bay",-37.8262,144.8677,"Western Metropolitan",984
"452","Seddon","57 Charles St",2,"h",850000,"VB","Village","1/07/2017",5.1,3011,2,1,1,152,91,1910,"Maribyrnong",-37.80697,144.8928,"Western Metropolitan",2417
"242","Seddon","70 Station Rd",3,"h",875000,"S","Jas","16/07/2016",6.6,3011,3,2,2,193,154,2000,"Maribyrnong",-37.8065,144.8866,"Western Metropolitan",2417
"58","Essendon","2 McHale Ct",2,"h",1065000,"VB","Nelson","17/09/2016",8,3040,2,1,2,477,143,1960,"Moonee Valley",-37.7503,144.911,"Western Metropolitan",9264
"260","Spotswood","6 Abbott St",4,"h",1161000,"S","Williams","25/02/2017",7.7,3015,4,2,5,742,236,2000,"Hobsons Bay",-37.8248,144.8707,"Western Metropolitan",1223
"535","Newport","102 Market St",3,"h",1100000,"VB","Williams","22/07/2017",6.2,3015,3,2,3,449,154.3,1940,"Hobsons Bay",-37.84769,144.87667,"Western Metropolitan",5498
"129","Ivanhoe","103 Waterdale Rd",3,"h",1225000,"SP","Miles","23/04/2016",7.9,3079,3,1,1,572,130,1930,"Banyule",-37.7709,145.0425,"Eastern Metropolitan",5549
"293","Yarraville","13 Benbow St",3,"h",1e+06,"S","Jas","3/09/2016",7,3013,3,2,1,448,147,1940,"Maribyrnong",-37.8228,144.8799,"Western Metropolitan",6543
"497","Eaglemont","129 Banksia St",3,"h",1300000,"VB","Nelson","8/07/2017",8.9,3084,3,1,2,615,138,1950,"Banyule",-37.75825,145.05438,"Eastern Metropolitan",1651
"181","Moonee Ponds","29 Winchester St",2,"h",1015000,"S","Nelson","14/05/2016",6.9,3039,2,1,1,228,125,1910,"Moonee Valley",-37.7685,144.9183,"Western Metropolitan",6232
"127","Ivanhoe","13 Jellicoe St",3,"h",1275000,"VB","Nelson","22/05/2016",7.9,3079,3,2,2,834,169,1950,"Banyule",-37.7587,145.0426,"Eastern Metropolitan",5549
"128","Ivanhoe","15 Kwinana Ct",3,"h",1223500,"S","Nelson","22/08/2016",7.9,3079,3,2,2,721,136,1980,"Banyule",-37.758,145.0408,"Eastern Metropolitan",5549
"441","Yarraville","40 Kingston St",3,"h",872500,"SP","Jas","29/04/2017",7,3013,3,1,2,189,85,1920,"Maribyrnong",-37.8145,144.8808,"Western Metropolitan",6543
"280","Williamstown","46 Pasco St",4,"h",1400000,"S","Gunn&Co","3/09/2016",8,3016,4,2,1,320,160,1950,"Hobsons Bay",-37.8613,144.8988,"Western Metropolitan",6380
"346","Essendon West","17 Hoffmans Rd",4,"h",1422000,"S","Nelson","4/06/2016",9.8,3040,4,2,2,505,335,2013,"Moonee Valley",-37.7518,144.8897,"Western Metropolitan",588
"68","Footscray","4 Adelaide St",4,"h",1225000,"SP","Nelson","3/12/2016",6.4,3011,4,2,1,319,130,1915,"Maribyrnong",-37.7943,144.8875,"Western Metropolitan",7570
"199","Newport","82 Charlotte St",3,"h",880000,"S","Sweeney","7/05/2016",8.4,3015,3,1,1,557,111,1950,"Hobsons Bay",-37.834,144.8668,"Western Metropolitan",5498
"178","Moonee Ponds","19 Sussex St",2,"h",945000,"S","Nelson","10/12/2016",6.9,3039,2,1,0,225,97,1890,"Moonee Valley",-37.7639,144.9093,"Western Metropolitan",6232
"317","Yarraville","52 Severn St",3,"h",865000,"SP","Jas","18/06/2016",7,3013,3,1,1,189,87,1930,"Maribyrnong",-37.8159,144.8795,"Western Metropolitan",6543
"203","Newport","7 Effingham Rd",3,"h",1305000,"S","Greg","10/12/2016",8.4,3015,3,1,0,357,112,1900,"Hobsons Bay",-37.8459,144.8877,"Western Metropolitan",5498
"495","Braybrook","14 Enderby Ct",3,"h",797000,"S","Douglas","8/07/2017",8.6,3019,3,1,2,694,110,1960,"Maribyrnong",-37.79382,144.85107,"Western Metropolitan",3589
"582","Maidstone","3 Wallace St",3,"h",735000,"S","Biggin","26/08/2017",6.4,3012,3,1,1,167,110,2010,"",-37.78817,144.87873,"Western Metropolitan",3873
"492","Williamstown North","6 Edina St",3,"h",862000,"SP","Greg","27/05/2017",6.8,3016,3,1,1,353,85.35,1940,"Hobsons Bay",-37.85432,144.88214,"Western Metropolitan",802
"258","Spotswood","13 Robb St",3,"h",831000,"S","Biggin","16/04/2016",7.7,3015,3,1,0,353,109,1890,"Hobsons Bay",-37.8309,144.889,"Western Metropolitan",1223
"340","Aberfeldie","4 Brunel Ct",3,"h",1190000,"S","Barry","17/09/2016",9.1,3040,3,1,1,465,115,1950,"Moonee Valley",-37.7626,144.8954,"Western Metropolitan",1543
"23","Ascot Vale","62 Mirams St",3,"h",890000,"SP","Brad","16/07/2016",5.9,3032,3,1,1,242,110,1920,"Moonee Valley",-37.7765,144.9114,"Western Metropolitan",6567
"476","Avondale Heights","7A Downland Sq",4,"h",773000,"S","Moonee","24/06/2017",9.5,3034,4,2,2,344,235,2004,"Moonee Valley",-37.75861,144.86687,"Western Metropolitan",4502
"82","Footscray","53 Ryan St",2,"h",1170000,"S","Sweeney","15/10/2016",6.4,3011,2,1,1,184,103,1900,"Maribyrnong",-37.7988,144.902,"Western Metropolitan",7570
"482","Essendon","1B Ogilvie St",3,"h",886000,"S","Nelson","27/05/2017",7.5,3040,3,2,1,173,107,2007,"Moonee Valley",-37.75382,144.89167,"Western Metropolitan",9264
"247","Seddon","4 webster St",4,"h",1455000,"SP","Jas","19/11/2016",6.6,3011,4,2,3,571,198,1920,"Maribyrnong",-37.809,144.8865,"Western Metropolitan",2417
"454","West Footscray","15 Alberta St",3,"h",845000,"PI","Jas","1/07/2017",6.4,3012,3,1,2,422,109,1950,"Maribyrnong",-37.79644,144.86388,"Western Metropolitan",5058
"91","Footscray","49 MacPherson St",2,"h",661000,"S","Sweeney","22/08/2016",6.4,3011,2,1,1,132,83,1970,"Maribyrnong",-37.7946,144.8903,"Western Metropolitan",7570
"51","Essendon","62 Mary St",3,"h",855000,"S","Nelson","12/06/2016",8,3040,3,1,2,396,116,1950,"Moonee Valley",-37.7484,144.8907,"Western Metropolitan",9264
"2","Ascot Vale","7 Francis St",3,"h",1380000,"SP","Nelson","4/03/2017",5.9,3032,3,2,2,277,174,1910,"Moonee Valley",-37.7777,144.9221,"Western Metropolitan",6567
"114","Heidelberg West","16 Achilles St",3,"h",1375000,"PI","Ray","23/04/2016",9.4,3081,3,1,1,368,106,1960,"Banyule",-37.7344,145.044,"Eastern Metropolitan",2674
"499","Ivanhoe","207 Waterdale Rd",2,"h",1320000,"S","Miles","8/07/2017",7.8,3079,2,1,0,620,114,1920,"Banyule",-37.76091,145.04437,"Eastern Metropolitan",5549
"25","Ascot Vale","95 Walter St",4,"h",1480000,"S","Raine","17/09/2016",5.9,3032,4,2,2,597,180,1939,"Moonee Valley",-37.7757,144.9088,"Western Metropolitan",6567
"533","Maidstone","12 Inkerman St",3,"h",1005000,"S","Sweeney","22/07/2017",6.4,3012,3,1,5,653,109,1930,"Maribyrnong",-37.78639,144.88214,"Western Metropolitan",3873
"473","Viewbank","28 Kuranga Rd",3,"h",940000,"SA","Nelson","17/06/2017",8.9,3084,3,2,2,541,540,1960,"Banyule",-37.73136,145.09562,"Eastern Metropolitan",2698
